ID,Food Name,Serving Types,cooked Type,Carb_1,Fat_1,Protein_1,Carb_2,Fat_2,Protein_2,Carb_3,Fat_3,Protein_3,Carb_4,Fat_4,Protein_4
1,Chicken Breasts - Skinless,oz/g,cooked,0.0,1.545,8.397,0.0,0.0545,0.2962,,,,,,
1,Chicken Breasts - Skinless,oz/g,uncooked,0.0,0.743,6.379,0.0,0.0262,0.225,,,,,,
2,Chicken Breasts - Skin,oz/g,cooked,0.0,2.495,7.442,0.0,0.088,0.2625,,,,,,
2,Chicken Breasts - Skin,oz/g,uncooked,0.0,2.622,5.911,0.0,0.0925,0.2085,,,,,,
3,Chicken Thighs,oz/g,cooked,0.0,2.296,6.977,0.0,0.081,0.2461,,,,,,
3,Chicken Thighs,oz/g,uncooked,0.0,2.25,4.25,0.0,0.0794,0.1499,,,,,,
4,Wings,oz/g,cooked,0.0,2.305,8.635,0.0,0.0813,0.3046,,,,,,
4,Wings,oz/g,uncooked,0.0,3.643,4.967,0.0,0.1285,0.1752,,,,,,
5,Drumsticks,oz/g,cooked,0.0,2.835,6.237,0.0,0.100,0.220,,,,,,
5,Drumsticks,oz/g,uncooked,0.0,2.608,5.126,0.0,0.092,0.1808,,,,,,
6,Filet Mignon - Steak,oz/g,cooked,0.0,2.526,8.647,0.0,0.0891,0.305,,,,,,
6,Filet Mignon - Steak,oz/g,uncooked,0.0,4.846,7.49,0.0,0.1712,0.2646,,,,,,
7,Ribeye - Steak,oz/g,cooked,0.0,2.554,8.187,0.0,0.0901,0.2888,,,,,,
7,Ribeye - Steak,oz/g,uncooked,0.0,6.257,4.964,0.0,0.2207,0.1751,,,,,,
8,Porterhouse - Steak,oz/g,cooked,0.0,5.45,6.781,0.0,0.1927,0.2396,,,,,,
8,Porterhouse - Steak,oz/g,uncooked,0.0,3.986,5.809,0.0,0.1406,0.2049,,,,,,
9,Top Sirloin - Steak,oz/g,cooked,0.0,3.6,7.69,0.0,0.127,0.271,,,,,,
9,Top Sirloin - Steak,oz/g,uncooked,0.0,3.601,5.752,0.0,0.1271,0.203,,,,,,
10,Top Round - Steak,oz/g,cooked,0.0,1.3,8.667,0.0,0.0459,0.3059,,,,,,
10,Top Round - Steak,oz/g,uncooked,0.0,1.4,6.4,0.0,0.0484,0.226,,,,,,
11,New York Strip - Steak,oz/g,cooked,0.0,4.757,7.496,0.0,0.1678,0.2644,,,,,,
11,New York Strip - Steak,oz/g,uncooked,0.0,4.391,5.843,0.0,0.1549,0.2061,,,,,,
12,Bottom Round - Steak,oz/g,cooked,0.0,2.364,7.659,0.0,0.0838,0.2714,,,,,,
12,Bottom Round - Steak,oz/g,uncooked,0.0,1.867,6.0,0.0,0.0659,0.211,,,,,,
13,Eye of Round - Steak,oz/g,cooked,0.0,1.2,8.15,0.0,0.043,0.287,,,,,,
13,Eye of Round - Steak,oz/g,uncooked,0.0,1.0,6.667,0.0,0.0352,0.2353,,,,,,
14,96/4 Ground Beef,oz/g,cooked,0.0,1.42375,7.5875,0.0,0.05025,0.2675,,,,,,
14,96/4 Ground Beef,oz/g,uncooked,0.0,1.139,6.07,0.0,0.0402,0.214,,,,,,
15,93/7 Ground Beef,oz/g,cooked,0.0,2.5,7.1875,0.0,0.088125,0.2535,,,,,,
15,93/7 Ground Beef,oz/g,uncooked,0.0,2.0,5.75,0.0,0.0705,0.2028,,,,,,
16,85/15 Ground Beef,oz/g,cooked,0.0,5.3125,6.5625,0.0,0.187375,0.2315,,,,,,
16,85/15 Ground Beef,oz/g,uncooked,0.0,4.25,5.25,0.0,0.1499,0.1852,,,,,,
17,80/20 Ground Beef,oz/g,cooked,0.0,6.875,5.9375,0.0,0.2455,0.212,,,,,,
17,80/20 Ground Beef,oz/g,uncooked,0.0,5.5,4.75,0.0,0.1964,0.1696,,,,,,
18,73/27 Ground Beef,oz/g,cooked,0.0,9.375,5.3125,0.0,0.33075,0.187375,,,,,,
18,73/27 Ground Beef,oz/g,uncooked,0.0,7.5,4.25,0.0,0.2646,0.1499,,,,,,
19,Prime Rib - Roast,oz/g,cooked,0.0,9.6125,7.9825,0.0,0.33925,0.28175,,,,,,
19,Prime Rib - Roast,oz/g,uncooked,0.0,7.69,6.386,0.0,0.2714,0.2254,,,,,,
20,Chuck - Roast,oz/g,cooked,0.0,5.9375,6.5625,0.0,0.2095,0.2315,,,,,,
20,Chuck - Roast,oz/g,uncooked,0.0,4.75,5.25,0.0,0.1676,0.1852,,,,,,
21,Top Round - Roast,oz/g,cooked,0.0,2.8125,7.825,0.0,0.09925,0.275625,,,,,,
21,Top Round - Roast,oz/g,uncooked,0.0,2.25,6.26,0.0,0.0794,0.2205,,,,,,
22,Eye of Round - Roast,oz/g,cooked,0.0,3.4175,10.02625,0.0,0.120625,0.353875,,,,,,
22,Eye of Round - Roast,oz/g,uncooked,0.0,2.734,8.021,0.0,0.0965,0.2831,,,,,,
23,Top Sirloin - Roast,oz/g,cooked,0.0,1.3,6.5625,0.0,0.044625,0.234375,,,,,,
23,Top Sirloin - Roast,oz/g,uncooked,0.0,1.0,5.25,0.0,0.0357,0.1875,,,,,,
24,Ham,oz/g,cooked,0.3,1.433,6.33,0.0105,0.0507,0.224,,,,,,
24,Ham,oz/g,uncooked,0.24,1.1464,5.064,0.0084,0.04056,0.1792,,,,,,
25,Bacon - Regular Cut,Slice,cooked,0,3.5,3.5,,,,,,,,,
25,Bacon - Regular Cut,Slice,uncooked,0,2.8,2.8,,,,,,,,,
26,Bacon - Thick Cut,Slice,cooked,0.0,5.0,5.0,,,,,,,,,
26,Bacon - Thick Cut,Slice,uncooked,0.0,4.0,4.0,,,,,,,,,
27,Turkey Bacon,Slice,cooked,0.0,3.125,2.5,,,,,,,,,
27,Turkey Bacon,Slice,uncooked,0.0,2.5,2.0,,,,,,,,,
28,80/20 Ground Pork,oz/g,cooked,0.0,6.5625,6.3,0.0,0.2315,0.2205,,,,,,
28,80/20 Ground Pork,oz/g,uncooked,0.0,5.25,5.0,0.0,0.1852,0.1764,,,,,,
29,Pork Chops,oz/g,cooked,0.3125,1.40625,7.1875,0.011,0.049625,0.2535,,,,,,
29,Pork Chops,oz/g,uncooked,0.25,1.125,5.75,0.0088,0.0397,0.2028,,,,,,
30,Pork Tenderloin,oz/g,cooked,0.3125,0.78125,7.1875,0.011,0.0275,0.2535,,,,,,
30,Pork Tenderloin,oz/g,uncooked,0.25,0.625,5.75,0.0088,0.022,0.2028,,,,,,
31,Pork Loin,oz/g,cooked,0.3125,1.3,7.1875,0.011,0.044125,0.2535,,,,,,
31,Pork Loin,oz/g,uncooked,0.25,1.0,5.75,0.0088,0.0353,0.2028,,,,,,
32,Pork Ribs,oz/g,cooked,0.0,10.93,7.39875,0.0,0.38575,0.261125,,,,,,
32,Pork Ribs,oz/g,uncooked,0.0,8.744,5.919,0.0,0.3086,0.2089,,,,,,
33,Turkey Breast,oz/g,cooked,0.0,0.59,8.542,0.0,0.0208,0.3013,,,,,,
33,Turkey Breast,oz/g,uncooked,0.0,0.472,6.8336,0.0,0.01664,0.24104,,,,,,
34,99/1 Ground Turkey,oz/g,cooked,0.0,0.15625,9.0625,0.0,0.0055,0.319625,,,,,,
34,99/1 Ground Turkey,oz/g,uncooked,0.0,0.125,7.25,0.0,0.0044,0.2557,,,,,,
35,93/7 Ground Turkey,oz/g,cooked,0.0,2.5,6.5625,0.0,0.088125,0.2315,,,,,,
35,93/7 Ground Turkey,oz/g,uncooked,0.0,2.0,5.25,0.0,0.0705,0.1852,,,,,,
36,85/15 Ground Turkey,oz/g,cooked,0.0,5.3125,5.9375,0.0,0.187375,0.2095,,,,,,
36,85/15 Ground Turkey,oz/g,uncooked,0.0,4.25,4.75,0.0,0.1499,0.1676,,,,,,
37,Turkey Sausage Link,Link,cooked,0.875,2.75,5.375,,,,,,,,,
37,Turkey Sausage Link,Link,uncooked,0.7,2.2,4.3,,,,,,,,,
38,Turkey Patty,Patty,cooked,0.0,10.0,26.3,,,,,,,,,
38,Turkey Patty,Patty,uncooked,0.0,8.0,21.0,,,,,,,,,
39,Lamb Rack,oz/g,cooked,0.0,7.50875,10.08625,0.0,0.265,0.356,,,,,,
39,Lamb Rack,oz/g,uncooked,0.0,6.007,8.069,0.0,0.212,0.2848,,,,,,
40,Lamb Shank,oz/g,cooked,0.0,4.7675,10.0475,0.0,0.16825,0.354625,,,,,,
40,Lamb Shank,oz/g,uncooked,0.0,3.814,8.038,0.0,0.1346,0.2837,,,,,,
41,Lamb Leg,oz/g,cooked,0.0,5.83625,9.04875,0.0,0.206,0.319375,,,,,,
41,Lamb Leg,oz/g,uncooked,0.0,4.669,7.239,0.0,0.1648,0.2555,,,,,,
42,Lamb Shoulder Chops,oz/g,cooked,0.0,2.29125,1.97875,0.0,0.2425,0.2095,,,,,,
42,Lamb Shoulder Chops,oz/g,uncooked,0.0,1.833,1.583,0.0,0.194,0.1676,,,,,,
43,Ground Lamb,oz/g,cooked,0.0,8.328125,5.8575,0.0,0.292125,0.206625,,,,,,
43,Ground Lamb,oz/g,uncooked,0.0,6.6625,4.686,0.0,0.2337,0.1653,,,,,,
44,90/10 Ground Bison,oz/g,cooked,0.0,3.4375,7.5,0.0,0.12125,0.2645,,,,,,
44,90/10 Ground Bison,oz/g,uncooked,0.0,2.75,6.0,0.0,0.097,0.2116,,,,,,
45,85/15 Ground Bison,oz/g,cooked,0.0,5.3125,6.5625,0.0,0.187375,0.2315,,,,,,
45,85/15 Ground Bison,oz/g,uncooked,0.0,4.25,5.25,0.0,0.1499,0.1852,,,,,,
46,Ground Veal,oz/g,cooked,0.0,4.625,6.5875,0.0,0.16375,0.2325,,,,,,
46,Ground Veal,oz/g,uncooked,0.0,3.7,5.27,0.0,0.131,0.186,,,,,,
47,Hot Dog,Hot Dog,none,1.7,16.8,7.0,,,,,,,,,
48,Kielbasa,oz/g,cooked,2.5,9.375,3.8,0.08875,0.33125,0.1325,,,,,,
48,Kielbasa,oz/g,uncooked,2.0,7.5,3.0,0.071,0.265,0.106,,,,,,
49,Italian Sausage Links,Link,none,2.0,13.0,8.0,,,,,,,,,
50,Ground Italian Sausage,oz/g,cooked,1.5,7.5,5.0,0.0675,0.335,0.22375,,,,,,
50,Ground Italian Sausage,oz/g,uncooked,1.2,6,4.0,0.054,0.268,0.179,,,,,,
51,Bratwurst,Brat,none,2.0,21.0,14.0,,,,,,,,,
52,Smoked Sausage,oz/g,cooked,1.875,9.375,3.8,0.066125,0.33075,0.13225,,,,,,
52,Smoked Sausage,oz/g,uncooked,1.5,7.5,3.0,0.0529,0.2646,0.1058,,,,,,
53,Chicken Sausage,oz/g,cooked,1.3,2.5,5.4125,0.044125,0.088125,0.191125,,,,,,
53,Chicken Sausage,oz/g,uncooked,1.0,2.0,4.33,0.0353,0.0705,0.1529,,,,,,
54,Sausage Links,Link,none,0.3,6.3,4.3,,,,,,,,,
55,Sausage Patty,Patty,none,0.4,7.4,5.0,,,,,,,,,
56,Turkey Sausage Patty,Patty,none,0.5,3.0,5.0,,,,,,,,,
57,Ham - Deli Meat,Slice,none,0.1,0.8,3.9,,,,,,,,,
58,Turkey Breast - Deli Meat,Slice,none,0.6,1.1,4.2,,,,,,,,,
59,Bologna - Deli Meat,Slice,none,1.0,4.5,2.5,,,,,,,,,
60,Roast Beef - Deli Meat,Slice,none,0.0,0.5,6.0,,,,,,,,,
61,Salami - Deli Meat,Slice,none,1.3,5.0,2.3,,,,,,,,,
62,Pepperoni - Deli Meat,Slice,none,0.5,2.0,1.3,,,,,,,,,
63,Salmon,oz/g,cooked,0.0,0.3125,6.5625,0.0,0.011,0.2315,,,,,,
63,Salmon,oz/g,uncooked,0.0,0.25,5.25,0.0,0.0088,0.1852,,,,,,
64,Trout,oz/g,cooked,0.0,2.34125,7.35625,0.0,0.082625,0.259625,,,,,,
64,Trout,oz/g,uncooked,0.0,1.873,5.885,0.0,0.0661,0.2077,,,,,,
65,Catfish,oz/g,cooked,0.0,1.875,5.0,0.0,0.066125,0.176375,,,,,,
65,Catfish,oz/g,uncooked,0.0,1.5,4.0,0.0,0.0529,0.1411,,,,,,
66,Walleye,oz/g,cooked,0.0,0.3575,8.59375,0.0,0.012625,0.302375,,,,,,
66,Walleye,oz/g,uncooked,0.0,0.286,6.875,0.0,0.0101,0.2419,,,,,,
67,Whitefish,oz/g,cooked,0.0,2.66,8.66625,0.0,0.093875,0.305875,,,,,,
67,Whitefish,oz/g,uncooked,0.0,2.128,6.933,0.0,0.0751,0.2447,,,,,,
68,Perch,oz/g,cooked,0.0,0.4175,8.805,0.0,0.01475,0.31075,,,,,,
68,Perch,oz/g,uncooked,0.0,0.334,7.044,0.0,0.0118,0.2486,,,,,,
69,White Bass,oz/g,cooked,0.0,0.90625,8.36875,0.0,0.032,0.295375,,,,,,
69,White Bass,oz/g,uncooked,0.0,0.725,6.695,0.0,0.0256,0.2363,,,,,,
70,Ahi Tuna,oz/g,cooked,0.0,0.20875,10.32375,0.0,0.007375,0.364375,,,,,,
70,Ahi Tuna,oz/g,uncooked,0.0,0.167,8.259,0.0,0.0059,0.2915,,,,,,
71,Swordfish,oz/g,cooked,0.0,2.80875,8.305,0.0,0.099125,0.293125,,,,,,
71,Swordfish,oz/g,uncooked,0.0,2.247,6.644,0.0,0.0793,0.2345,,,,,,
72,Tilapia,oz/g,cooked,0.0,0.78125,6.3,0.0,0.0275,0.2205,,,,,,
72,Tilapia,oz/g,uncooked,0.0,0.625,5.0,0.0,0.022,0.1764,,,,,,
73,Cod,oz/g,cooked,0.0,0.2375,6.3075,0.0,0.008375,0.222625,,,,,,
73,Cod,oz/g,uncooked,0.0,0.19,5.046,0.0,0.0067,0.1781,,,,,,
74,Lobster,oz/g,cooked,1.125,0.66625,9.16625,0.03975,0.0235,0.323625,,,,,,
74,Lobster,oz/g,uncooked,0.9,0.533,7.333,0.0318,0.0188,0.2589,,,,,,
75,Crab,oz/g,cooked,0.0,0.2625,6.3325,0.0,0.00925,0.2235,,,,,,
75,Crab,oz/g,uncooked,0.0,0.21,5.066,0.0,0.0074,0.1788,,,,,,
76,Imitation Crab,oz/g,none,4.25,0.13,2.159,0.15,0.0046,0.0762,,,,,,
77,Shrimp,oz/g,cooked,0.3225,0.3575,4.82,0.011375,0.012625,0.170125,,,,,,
77,Shrimp,oz/g,uncooked,0.258,0.286,3.856,0.0091,0.0101,0.1361,,,,,,
78,Tofu,oz/g,cooked,0.49625,0.885,1.7,0.0175,0.03125,0.06,,,,,,
78,Tofu,oz/g,uncooked,0.397,0.708,1.36,0.014,0.025,0.048,,,,,,
79,Impossible Ground Beef,oz/g,cooked,2.8125,4.0625,5.9375,0.0995,0.14375,0.21,,,,,,
79,Impossible Ground Beef,oz/g,uncooked,2.25,3.25,4.75,0.0796,0.115,0.168,,,,,,
80,Impossible Burger Patty,Patty,none,9.0,10.0,19.0,,,,,,,,,
81,Jasmine Rice,oz/g,cooked,7.986,0.079,0.763,0.2817,0.0028,0.0269,,,,,,
81,Jasmine Rice,oz/g,uncooked,22.665,0.187,2.021,0.7995,0.0066,0.0713,,,,,,
82,White Rice,oz/g,cooked,7.8919,0.0575,0.6575,0.2784,0.002,0.0232,,,,,,
82,White Rice,oz/g,uncooked,22.492,0.164,1.874,0.7934,0.0058,0.0661,,,,,,
83,Long Grain Rice,oz/g,cooked,8.0463,0.1032,0.747,0.2838,0.0036,0.0264,,,,,,
83,Long Grain Rice,oz/g,uncooked,22.932,0.294,2.129,0.8089,0.0103,0.0751,,,,,,
84,Brown Rice,oz/g,cooked,10.797,0.38,1.063,0.3809,0.0134,0.0375,,,,,,
84,Brown Rice,oz/g,uncooked,21.594,0.76,2.126,0.7617,0.0268,0.075,,,,,,
85,Quinoa,oz/g,cooked,6.038,0.544,1.247,0.213,0.0192,0.044,,,,,,
85,Quinoa,oz/g,uncooked,18.189,1.721,4.003,0.6416,0.0607,0.1412,,,,,,
86,Russet Potato,oz/g,cooked,6.40375,0.02875,0.75875,0.225875,0.001,0.02675,,,,,,
86,Russet Potato,oz/g,uncooked,5.123,0.023,0.607,0.1807,0.0008,0.0214,,,,,,
87,Yellow Potato,oz/g,cooked,6.1325,0.0,0.7075,0.21625,0.0,0.025,,,,,,
87,Yellow Potato,oz/g,uncooked,4.906,0.0,0.566,0.173,0.0,0.020,,,,,,
88,Red Potato,oz/g,cooked,8.125,0.0,0.9375,0.286625,0.0,0.033125,,,,,,
88,Red Potato,oz/g,uncooked,6.5,0.0,0.75,0.2293,0.0,0.0265,,,,,,
89,Sweet Potato,oz/g,cooked,5.96,1.51625,0.46375,0.21025,0.0535,0.016375,,,,,,
89,Sweet Potato,oz/g,uncooked,4.768,1.213,0.371,0.1682,0.0428,0.0131,,,,,,
90,Idaho Potato,oz/g,cooked,6.1325,0.0,0.7075,0.21625,0.0,0.025,,,,,,
90,Idaho Potato,oz/g,uncooked,4.906,0.0,0.566,0.173,0.0,0.02,,,,,,
91,Mini Rotini - Pasta,oz/g,cooked,9.5556,0.2222,1.3,0.3371,0.0078,0.0549,,,,,,
91,Mini Rotini - Pasta,oz/g,uncooked,21.5,0.5,3.0,0.7584,0.0176,0.1235,,,,,,
92,Rotini - Pasta,oz/g,cooked,9.1111,0.2222,1.5556,0.3214,0.0078,0.0549,,,,,,
92,Rotini - Pasta,oz/g,uncooked,20.5,0.5,3.5,0.7231,0.0176,0.1235,,,,,,
93,Mini Penne - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
93,Mini Penne - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
94,Penne - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
94,Penne - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
95,Cavatappi - Pasta,oz/g,cooked,8.6667,0.2222,1.3,0.3095,0.008,0.0476,,,,,,
95,Cavatappi - Pasta,oz/g,uncooked,19.5,0.5,3.0,0.6964,0.0179,0.1071,,,,,,
96,Elbow - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
96,Elbow - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
97,Spaghetti - Pasta,oz/g,cooked,9.1111,0.2222,1.5556,0.3214,0.0078,0.0549,,,,,,
97,Spaghetti - Pasta,oz/g,uncooked,20.5,0.5,3.5,0.7231,0.0176,0.1235,,,,,,
98,Rigatoni - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
98,Rigatoni - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
99,Fettuccine - Pasta,oz/g,cooked,9.8,0.2222,0.9,0.3449,0.0078,0.0313,,,,,,
99,Fettuccine - Pasta,oz/g,uncooked,22.0,0.5,2.0,0.776,0.0176,0.0705,,,,,,
100,Fusilli - Pasta,oz/g,cooked,9.5422,0.1849,1.5787,0.3366,0.0065,0.0557,,,,,,
100,Fusilli - Pasta,oz/g,uncooked,21.47,0.416,3.552,0.7573,0.0147,0.1253,,,,,,
101,Cellentani - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
101,Cellentani - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
102,Angel Hair - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
102,Angel Hair - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
103,Ditalini - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
103,Ditalini - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
104,Medium Shell - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
104,Medium Shell - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
105,Farfalle - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
105,Farfalle - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
106,Ziti - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
106,Ziti - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
107,Orzo - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
107,Orzo - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
108,Linguine - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
108,Linguine - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
109,Lasagna - Pasta,Sheet,none,18.5,0.5,3.5,,,,,,,,,
110,Manicotti - Pasta,Piece,none,12.3,0.3,2.3,,,,,,,,,
111,Mostaccioli - Pasta,oz/g,cooked,9.3,0.2222,1.5556,0.3292,0.0078,0.0549,,,,,,
111,Mostaccioli - Pasta,oz/g,uncooked,21.0,0.5,3.5,0.7408,0.0176,0.1235,,,,,,
112,Egg Noodles - Pasta,oz/g,cooked,8.9778,0.56,1.7822,0.3169,0.0196,0.0631,,,,,,
112,Egg Noodles - Pasta,oz/g,uncooked,20.2,1.26,4.01,0.713,0.044,0.142,,,,,,
113,Tortellini - Pasta,oz/g,cooked,5.92,0.9111,1.7022,0.209,0.0321,0.06,,,,,,
113,Tortellini - Pasta,oz/g,uncooked,13.32,2.05,3.83,0.470,0.0723,0.135,,,,,,
114,Oats,oz/g,cooked,3.22,0.31,0.63,0.1136,0.0109,0.0221,,,,,,
114,Oats,oz/g,uncooked,19.193,1.848,3.728,0.677,0.0652,0.1315,,,,,,
115,Bagel,Thin/Small/Regular/Large,none,24.1,0.6,4.9,36.1,0.9,7.3,55.0,1.4,11.1,68.6,1.7,13.8
116,Biscuit,Biscuit,none,25.0,6.0,3.0,,,,,,,,,
117,English Muffin,Muffin,none,25.0,1.0,4.0,,,,,,,,,
118,Deli Sub Bun,Bun,none,37.0,2.5,6.0,,,,,,,,,
119,Deli Sub Bun - Mini,Bun,none,33.0,2.0,5.0,,,,,,,,,
120,French Roll,Roll,none,29.0,1.5,6.0,,,,,,,,,
121,Hot Dog Bun,Bun,none,21.0,1.5,4.0,,,,,,,,,
122,Hamburger Bun,Bun,none,21.0,1.5,4.0,,,,,,,,,
123,Tortilla - Corn,Tortilla,none,10.0,0.5,1.0,,,,,,,,,
124,Tortilla - Flour,Small/Medium/Large/Extra Large,none,16.3,2.6,2.7,22.2,3.6,3.7,35.1,5.7,5.8,51.4,8.3,8.5
125,White Bread,Slice,none,13.8,1.0,2.6,,,,,,,,,
126,Honey Wheat Bread,Slice,none,17.0,1.0,4.0,,,,,,,,,
127,Whole Wheat Bread,Slice,none,15.5,1.3,4.4,,,,,,,,,
128,Buttermilk Bread,Slice,none,20.8,1.4,3.7,,,,,,,,,
129,Italian Bread,Slice,none,14.9,0.8,2.9,,,,,,,,,
130,Whole Grain Bread,Slice,none,18.0,1.0,4.0,,,,,,,,,
131,Sourdough Bread,Slice,none,23.0,0.5,3.0,,,,,,,,,
132,Potato Bread,Slice,none,18.0,1.0,3.0,,,,,,,,,
133,Rye Bread,Slice,none,15.5,1.1,2.7,,,,,,,,,
134,Texas Toast Bread,Slice,none,20.0,1.0,3.0,,,,,,,,,
135,Hawaiian-Style Bread,Slice,none,30.5,4.2,5.7,,,,,,,,,
136,Ezekiel Bread,Slice,none,15.0,0.5,4.0,,,,,,,,,
